ubigeo,nombre,poblacion,idh,esperanza_vida,pob_secundaria_completa,educacion,ingreso_pc,Huancavelica
130302,Bambamarca      ,3492.26,0.21,82.42,20.89,3.77,184.38,0
130303,Condormarca                             ,1674.13,0.26,78.91,31.13,4.73,224.45,0
130304,Longotea                                ,1867.36,0.35,77.24,32.96,6.1,416.69,0
130305,Uchumarca                               ,2253.85,0.3,78.85,34.38,5.61,271.47,0
130306,Ucuncha                                 ,638.47,0.3,83.73,23.12,5.13,322.89,0
130401,Chepen                                  ,48424.39,0.59,78.81,72.29,8.76,976.16,0
130402,Pacanga                                 ,24701.2,0.51,78.61,61.15,6.42,862.42,0
130403,Pueblo Nuevo                            ,14505.91,0.53,78.69,63.76,7.11,860.93,0
130501,Julcan                                  ,9272.1,0.27,71.93,48.53,4.18,259.15,0
130502,Calamarca                               ,4284.4,0.19,73.38,41.26,3.95,122.83,0
130503,Carabamba                               ,5826.15,0.2,71.88,36.84,3.78,140.66,0
130504,Huaso                                   ,6758.84,0.16,72.34,33.47,3.59,94.38,0
130601,Otuzco                                  ,26695.14,0.38,74.45,51.52,5.62,479.15,0
130602,Agallpampa                              ,8887.98,0.23,75.21,38.99,3.77,199.28,0
130604,Charat                                  ,2258.76,0.23,75.55,35.65,4.5,163.15,0
130605,Huaranchal                              ,4269.69,0.25,75.26,29.41,4.65,234.06,0
130606,La Cuesta                               ,614.38,0.22,73.54,27.37,4.6,168.24,0
130608,Mache                                   ,2776.01,0.32,78.47,53.09,4.69,312.8,0
130610,Paranday                                ,628.82,0.23,73.86,50.33,3.74,182.63,0
130611,Salpo                                   ,5611.2,0.28,74.57,46.62,4.87,239.26,0
130613,Sinsicap                                ,7770.15,0.15,77.08,27.65,2.79,102.8,0
130614,Usquil                                  ,24235.73,0.19,75.93,28.8,3.26,147.65,0
130701,San Pedro De Lloc ,16852.97,0.61,80.85,64.49,9.14,1095.69,0
130702,Guadalupe                               ,43897.95,0.57,81.32,68.68,7.87,909.68,0
130703,Jequetepeque                            ,4003.19,0.55,80.66,53.81,7.4,1013.35,0
130704,Pacasmayo                               ,27553.96,0.6,81.56,74.23,9.72,898.76,0
130705,San Jose                                ,12592.22,0.54,83.24,65.52,6.88,839.06,0
130801,Tayabamba                               ,13901.27,0.32,72.76,46.47,5.09,343.58,0
130802,Buldibuyo                               ,3717.31,0.36,74.14,37.64,4.9,520.22,0
130803,Chillia                                 ,13390.52,0.23,77.37,32.94,3.76,195.06,0
130804,Huancaspata                             ,6013.97,0.23,79.97,36.77,4.21,168.72,0
130805,Huaylillas                              ,2881.42,0.31,73.97,25.07,5.41,388.74,0
130806,Huayo                                   ,3977.25,0.23,71.37,33.07,3.78,213.81,0
130807,Ongon                                   ,1514.02,0.17,75.03,34.14,3.92,103.45,0
130808,Parcoy                                  ,22858.53,0.55,73.41,54.77,7.76,1085.43,0
130809,Pataz                                   ,9440.37,0.47,72.39,42.14,6.69,878.27,0
130810,Pias                                    ,1224.92,0.41,76.96,41.4,5.13,664.75,0
130811,Santiago De Challas  ,1999.65,0.21,78.69,38.11,4.25,128.51,0
130812,Taurija                                 ,2817.42,0.24,76.45,45.98,4.76,169.03,0
130813,Urpay                                   ,2147.99,0.24,76.87,63.81,4.57,147.57,0
130901,Huamachuco   ,69564.3,0.4,72.98,58.65,5.61,527.71,0
130902,Chugay                                  ,18539.64,0.15,78.93,33.56,2.14,136.31,0
130903,Cochorco                                ,9081.54,0.21,73.61,29.74,3.11,197.9,0
130904,Curgos                                  ,8213.21,0.12,77.45,33.9,2.91,62.89,0
130905,Marcabal                                ,13896.82,0.14,78.51,37.1,2.21,109.25,0
130906,Sanagoran                               ,14976.7,0.12,73.72,24.97,2.08,117.71,0
130907,Sarin                                   ,9861.51,0.18,78.33,31.58,2.87,142.39,0
130908,Sartimbamba                             ,13367.98,0.16,73.35,20.34,2.8,135.16,0
131001,Santiago De Chuco   ,18794.95,0.32,75.21,45.34,5.32,324.77,0
131002,Angasmarca                              ,6369.35,0.35,80.94,31.9,5.26,434.54,0
131003,Cachicadan                              ,7366.3,0.38,76.42,54.37,5.98,417.21,0
131004,Mollebamba                              ,2193.68,0.29,76.19,43.86,5.54,238.85,0
131005,Mollepata                               ,2340.54,0.2,79.08,36.03,4.38,123.91,0
131006,Quiruvilca                              ,13167.55,0.43,76.72,43,6.27,662.08,0
131007,Santa Cruz De Chuca    ,2837.73,0.28,76.46,45.71,4.87,239.44,0
131008,Sitabamba                               ,2798.41,0.22,80.24,35.5,3.8,159.21,0
131101,Cascas                                  ,13394.11,0.41,73.5,44.13,5.9,643.68,0
131102,Lucma                                   ,6499.34,0.29,73.35,36.14,4.79,304.7,0
131103,Marmot (Compin),1907.4,0.38,72.12,40.27,4.84,630.98,0
131104,Sayapullo                               ,7009.67,0.34,75.82,29.84,4.4,535.94,0
131201,Viru                                    ,67612.42,0.51,77.13,51.52,6.72,900.9,0
131202,Chao                                    ,44368.59,0.5,77.8,46.45,6.32,929.97,0
131203,Guadalupito                             ,9838.74,0.49,77.58,52.95,6.15,840.58,0
140101,Chiclayo                                ,284974.84,0.63,79.57,79.43,10.96,998.39,0
140102,Chongoyape                              ,18003.34,0.55,79.99,68.11,7.64,881.76,0
140103,Eten                                    ,10872.71,0.51,84.33,69.26,7.61,657.1,0
140104,Eten Puerto                             ,2155.34,0.62,80.03,81.13,10.6,928.49,0
140105,Jose Leonardo Ortiz ,183060.58,0.54,80.94,72.69,9.04,724.66,0
140106,La Victoria                             ,96903.37,0.57,80.78,73.25,9.61,807.88,0
140107,Lagunas                                 ,10221.61,0.53,80.15,69.1,7.78,787.13,0
140108,Monsefu                                 ,32071.67,0.47,82.2,63.91,7.36,585.94,0
140109,Nueva Arica                             ,2320.62,0.48,81.92,52.45,7.42,677.09,0
140110,Oyotun                                  ,8234.75,0.5,79.35,62.6,6.82,779.67,0
140111,Picsi                                   ,10878.91,0.45,80.95,62.25,8.05,507.28,0
140112,Pimentel                                ,50544.9,0.58,79.92,74.29,9.98,850.05,0
140113,Reque                                   ,16475.41,0.56,80.88,65.91,9.07,853.04,0
140114,Santa Rosa                              ,13004.15,0.46,79.06,66.02,7.08,558.49,0
140115,Saña                                    ,9737.58,0.53,80.69,64.4,7.84,777.52,0
140116,Cayalti                                 ,15028.07,0.54,81.72,74.36,7.97,755.68,0
140117,Patapo                                  ,23182.04,0.54,81.15,67.58,7.83,796,0
140118,Pomalca                                 ,25484.14,0.56,82.12,66.62,8.7,843.17,0
140119,Pucala                                  ,9540.4,0.51,80.93,70.1,8.6,640.4,0
140120,Tuman                                   ,28888.9,0.62,81.23,74.48,8.99,1068.72,0
140201,Ferreñafe                               ,35704.93,0.51,68.87,65.67,9.54,787.42,0
140202,Cañaris                                 ,13229.69,0.17,73.51,24.85,3.44,125.02,0
140203,Incahuasi                               ,14578.72,0.17,77.56,38.8,3.9,90.23,0
140204,Manuel Antonio Mesones Muro ,3598.3,0.45,70.54,60.44,6.66,683.14,0
140205,Pitipo                                  ,22806.32,0.42,69.21,54.91,6.08,654.76,0
140206,Pueblo Nuevo ,13710.35,0.48,70.96,64.8,8.45,693.48,0
140301,Lambayeque   ,79617.09,0.55,74.69,66.9,9.54,872.55,0
140302,Chochope    ,936.4,0.42,75.43,54.7,5.6,588.2,0
140303,Illimo                                  ,8931.8,0.48,76.11,70.18,7.59,622.17,0
140304,Jayanca                                 ,18529.84,0.51,75.21,65.55,7.52,777.55,0
140305,Mochumi  ,18730.48,0.45,76.6,57.77,6.84,623.89,0
140306,Morrope                                 ,48902.4,0.39,75.68,50.65,4.89,548.24,0
140307,Motupe                                  ,28734.97,0.5,75.94,58.34,7.7,761.29,0
140308,Olmos                                   ,44335.32,0.47,74.91,59.05,6.37,742.5,0
140309,Pacora                                  ,7702.05,0.46,75.08,55.99,7.37,651.78,0
140310,Salas                                   ,11987.94,0.27,76.98,44.76,4.67,226.42,0
140311,San Jose                                ,17972.58,0.41,75.77,63.57,7.36,430.55,0
140312,Tucume      ,22675.22,0.47,75.81,65.2,6.72,681.43,0
150101,Lima                                    ,250806.09,0.76,80.24,77.96,12.01,1633.79,0
150102,Ancon                                   ,54956.25,0.67,77.66,72.12,9.34,1392.96,0
150103,Ate                                     ,684921.85,0.69,79.62,76.31,9.21,1425.45,0
150104,Barranco                                ,27481.57,0.82,80.15,78.35,12.59,1956.55,0
150105,Breña                                   ,75598.19,0.81,79.98,78.95,12.91,1868.67,0
150106,Carabayllo                              ,356854.24,0.65,78.85,74.11,9.22,1246.48,0
150107,Chaclacayo                      ,43755.85,0.74,80.73,77.77,11.21,1539.76,0
150108,Chorrillos                              ,333655.36,0.76,79.83,76.77,11.46,1662.78,0
150109,Cieneguilla                             ,48261.35,0.64,77.29,69.64,9.02,1265.04,0
150110,Comas                                   ,530000.34,0.72,80.09,77.96,10.97,1458.32,0
150111,El Agustino                             ,203379.93,0.7,81.41,73.57,9.64,1428.89,0
150112,Independencia          ,217176.83,0.69,80.04,76.32,8.82,1443.33,0
150113,Jesus Maria      ,74873.17,0.84,80.42,81.09,13.04,1989.77,0
150114,La Molina                               ,160839.3,0.85,80.65,78.16,14.7,1939.47,0
150115,La Victoria                             ,156887.87,0.71,79.91,74.79,10.52,1482.48,0
150116,Lince                                   ,46298.76,0.84,80.47,82.56,12.7,2037.33,0
150117,Los Olivos                              ,363987.54,0.76,80.52,79.2,11.34,1628.57,0
150118,Lurigancho                              ,255143.73,0.68,78.61,74.49,10,1376.05,0
150119,Lurin                                   ,95908.53,0.69,78.42,70.97,9.83,1476.84,0
150120,Magdalena Del Mar   ,57878.76,0.83,80.46,79.65,13,1986.27,0
150121,Magdalena Vieja     ,78730.82,0.83,80.47,82.38,13.18,1936.25,0
150122,Miraflores                              ,87898.67,0.83,80.31,77.78,13.97,1925.79,0
150123,Pachacamac       ,140977.61,0.65,77.52,70.89,9.28,1279.23,0
150124,Pucusana       ,19083.88,0.6,77.01,66.79,9.32,1062.35,0
150125,Puente Piedra         ,383699.21,0.66,79.15,73.19,9.63,1289.45,0
150126,Punta Hermosa   ,12550.86,0.7,77.13,67.9,10.14,1549.28,0
150127,Punta Negra       ,8292.87,0.7,76.1,67.49,10.59,1568.89,0
150128,Rimac                                   ,156759.79,0.73,80.22,75.12,10.64,1559.04,0
150129,San Bartolo                             ,8667.36,0.72,79.67,76.38,10.58,1528.4,0
150130,San Borja                               ,106584.53,0.82,80.64,78.76,13.64,1867.85,0
150131,San Isidro                              ,53212.44,0.79,80.35,78.47,13.86,1641.66,0
150132,San Juan De Lurigancho   ,1150285.05,0.7,79.63,73.15,10.06,1464.69,0
150133,San Juan De Miraflores    ,384728.51,0.73,80.51,76.91,10.36,1551.11,0
150134,San Luis                                ,53672.7,0.79,81.52,80.7,11.78,1769.66,0
150135,San Martin De Porres     ,739416.24,0.74,80.32,79,11.08,1554.69,0
150136,San Miguel                              ,146885.81,0.82,80.33,76.66,12.78,1966.55,0
150137,Santa Anita                             ,229834.53,0.73,80.7,76.48,10.52,1571.82,0
150138,Santa Maria Del Mar ,1631.1,0.75,79.06,64.03,10.54,1849.19,0
150139,Santa Rosa                              ,26602.79,0.66,77.16,67.62,9.92,1349.63,0
150140,Santiago De Surco    ,359776.61,0.8,80.48,78.74,13.16,1766.15,0
150141,Surquillo                               ,88766.19,0.82,80.22,79.58,12.3,1940.45,0
150142,Villa El Salvador                       ,459161.07,0.7,80.15,74.39,10,1432.5,0
150143,Villa Maria Del Triunfo                 ,452660.36,0.69,79.88,73.9,9.76,1409.84,0
150201,Barranca                                ,74926.63,0.64,80.8,71.35,9.4,1133.78,0
150202,Paramonga                               ,20521.35,0.63,82.18,72.31,8.96,1090.28,0
150203,Pativilca                               ,19807.92,0.61,83.28,68.21,7.75,1106.79,0
150204,Supe                                    ,24646.92,0.63,79.95,65.83,8.15,1280.49,0
150205,Supe Puerto                             ,12371.33,0.63,81.58,69.32,8.94,1157.27,0
150301,Cajatambo                               ,1680.41,0.49,70.53,58.34,7.61,840.93,0
150302,Copa                                    ,705.18,0.15,70.72,36.22,5.3,73.96,0
150303,Gorgor                                  ,2492.34,0.28,68.6,31.8,6.85,249.49,0
150304,Huancapon                               ,812.7,0.39,72.15,61.94,6.4,456.02,0
150305,Manas                                   ,898.98,0.47,69.89,58.92,7.87,734.73,0
150401,Canta                                   ,2410.6,0.62,76.68,63.86,10.13,1142.12,0
150402,Arahuay                                 ,675.07,0.41,73.24,68.86,6.37,477.58,0
150403,Huamantanga                             ,950.88,0.38,74.43,58.98,7.56,364.48,0
150404,Huaros                                  ,616.84,0.42,76,59.41,7.92,472.2,0
150405,Lachaqui                                ,765.54,0.44,74.23,66.52,7.53,516.95,0
150406,San Buenaventura    ,532.87,0.45,76.03,68.46,8.48,490.37,0
150407,Santa Rosa De Quives   ,8161.21,0.6,76.38,64.47,7.46,1261.39,0
150501,San Vicente De Cañete  ,60076.22,0.71,79.53,82.8,10.46,1382.47,0
150502,Asia                                    ,10998.44,0.67,78.06,82.24,9.3,1330.62,0
150503,Calango                                 ,2356.13,0.6,78.92,77.7,7.98,1069.29,0
150504,Cerro Azul                              ,8732.56,0.65,78.93,84.06,9.06,1200.76,0
150505,Chilca                                  ,18759.88,0.7,79.28,78.76,10.5,1399.97,0
150506,Coayllo                                 ,1067.81,0.62,82.79,83.02,6.94,1164.07,0
150507,Imperial                                ,40902.06,0.69,82.3,79.49,10.21,1251.17,0
150508,Lunahuana                               ,4695.99,0.66,78.79,85.21,8.43,1301.9,0
150509,Mala                                    ,36837,0.69,80.26,82.21,10.09,1281.05,0
150510,Nuevo Imperial                          ,27350.12,0.65,77.62,76.6,9.08,1293.65,0
150511,Pacaran                                 ,1806.75,0.66,81.67,78.16,8.93,1241.64,0
150512,Quilmana                                ,16515.62,0.65,79.14,72.31,8.39,1314.37,0
150513,San Antonio                             ,4509.14,0.74,79.67,84.39,11.25,1484.39,0
150514,San Luis                                ,13592.44,0.69,82.72,77.08,8.3,1422.7,0
150515,Santa Cruz De Flores  ,3121.86,0.7,79.51,89.22,9.74,1364.92,0
150516,Zuñiga                                  ,1691.6,0.69,77.85,68.74,8.99,1567.04,0
150601,Huaral                                  ,104439.12,0.64,79.93,69.72,9.34,1220.46,0
150602,Atavillos Alto                          ,281.15,0.53,77,68.1,7.19,875.77,0
150603,Atavillos Bajo                          ,775.51,0.52,80.65,61.98,8.69,725.42,0
150604,Aucallama                               ,20981.39,0.61,79.11,64.14,7.17,1269.99,0
150605,Chancay                                 ,65701.61,0.63,79.85,72.52,8.65,1190.67,0
150606,Ihuari                                  ,1795.19,0.34,77.08,52.33,5.73,323.61,0
150607,Lampian                                 ,243.04,0.47,81.38,77.19,6.91,565.42,0
150608,Pacaraos                                ,319.76,0.5,82.4,44.84,7.65,788.34,0
150609,San Miguel De Acos      ,677.62,0.56,80.52,72.48,8.57,840.98,0
150610,Santa Cruz De Andamarca ,1195.34,0.53,79.38,65.95,9.82,712.9,0
150611,Sumbilca                                ,572.94,0.4,81.21,60.93,6.85,397.74,0
150612,Veintisiete de Noviembre ,279.93,0.46,79.25,47.22,6.05,753.63,0
150701,Matucana                                ,3416.66,0.58,69.95,79.32,10.41,952.49,0
150702,Antioquia                               ,1176.46,0.47,71.83,64.78,5.89,818.59,0
150703,Callahuanca                             ,3186.86,0.57,71.98,65.02,9.91,967.69,0
150704,Carampoma            ,1373.69,0.51,76.16,78.77,7.57,712.53,0
150705,Chicla                                  ,6121.72,0.75,71.69,68.09,11.55,1975.04,0
150706,Cuenca                                  ,418.92,0.31,73.5,51.37,4.32,346.17,0
150707,Huachupampa    ,2223.38,0.42,70.56,61.54,10.2,431.25,0
150708,Huanza                                  ,2257.28,0.46,75.28,64.71,8.68,541.04,0
150709,Huarochiri                              ,1102.12,0.44,77.76,60.59,8.81,467.92,0
150710,Lahuaytambo                             ,531.92,0.26,79.38,34.75,7.02,172.85,0
150711,Langa                                   ,723.99,0.29,76.03,58.41,6.07,209.52,0
150712,Laraos                                  ,1909.63,0.46,78.34,49.23,10.06,531.42,0
150713,Mariatana                               ,1279.45,0.14,74.45,45.45,3.71,69.77,0
150714,Ricardo Palma                           ,6761.35,0.63,73.56,67.59,10.3,1209.05,0
150715,San Andres De Tupicocha  ,1226.87,0.19,73.37,50.67,5.7,90.27,0
150716,San Antonio                             ,3382.78,0.38,70.63,39.07,7.43,471.38,0
150717,San Bartolome                           ,2034.87,0.54,75.16,76.19,9.23,776.79,0
150718,San Damian                              ,957.41,0.33,74.64,36.22,6.95,321.18,0
150719,San Juan De Iris                        ,1567.51,0.45,72.03,80.15,8.93,499.54,0
150720,San Juan De Tantaranche  ,412.03,0.3,76.05,34.46,7.46,243.76,0
150721,San Lorenzo De Quinti    ,1320.3,0.4,75.32,56.65,7.67,418.47,0
150722,San Mateo                               ,4714.99,0.59,71.08,60.28,8.95,1216.83,0
150723,San Mateo De Otao     ,1342.57,0.42,69.57,66.65,7.62,505.57,0
150724,San Pedro De Casta   ,1145.7,0.41,70.86,64.99,7.4,488.59,0
150725,San Pedro De Huancayre  ,213.73,0.34,75.06,49.23,7.8,297.54,0
150726,Sangallaya                              ,536.48,0.37,75.57,41.03,6.9,428.98,0
150727,Santa Cruz De Cocachacra  ,2538.58,0.63,72.23,77.61,9.61,1243.29,0
150728,Santa Eulalia                           ,13713.31,0.64,71.66,68.48,10.03,1326.61,0
150729,Santiago De Anchucaya ,391.07,0.43,73.84,57.01,7.54,522.66,0
150730,Santiago De Tuna    ,629.35,0.29,71.46,47.26,6.5,223.87,0
150731,Santo Domingo De Los Ollero ,4820.95,0.41,68.28,53.82,7.47,536.49,0
150732,Surco                                   ,1712.09,0.52,70.78,74.83,8.62,786.4,0
150801,Huacho                                  ,62016.22,0.73,78.21,76.31,13.64,1405.67,0
150802,Ambar                                   ,2416.55,0.32,73.51,42.06,4.78,360.1,0
150803,Caleta De Carquin    ,7919.25,0.56,78.07,63.83,9.93,826.98,0
150804,Checras                                 ,1497.67,0.34,78.29,71.66,3.4,423.17,0
150805,Hualmay                                 ,29504.92,0.65,78.29,78.34,10.42,1157.29,0
150806,Huaura                                  ,36044.03,0.64,78.61,70.05,8.92,1280.22,0
150807,Leoncio Prado                           ,1877.68,0.39,76.17,52.44,6.38,443.03,0
150808,Paccho                                  ,1889.88,0.16,78.16,55.5,6.23,64.54,0
150809,Santa Leonor                            ,1031.48,0.32,74.71,64.38,7.17,227.63,0
150810,Santa Maria                             ,37972.95,0.63,76.87,74.49,9.79,1113.46,0
150811,Sayan                                   ,24684.3,0.63,76.01,64.4,7.93,1379.42,0
150812,Vegueta                                 ,26242.52,0.61,75.86,65.25,8.33,1216,0
150901,Oyon                                    ,14347.57,0.63,79.69,55.61,10.43,1214.23,0
150902,Andajes                                 ,775.39,0.49,82.51,71.68,4.74,815.37,0
150903,Caujul                                  ,879.56,0.42,80.95,41.75,8.31,478.53,0
150904,Cochamarca                              ,1420.16,0.2,77.27,61.02,5.27,90.12,0
150905,Navan                                   ,1096.55,0.37,83.7,39.41,7.47,366.01,0
150906,Pachangara                              ,3019.9,0.53,83.41,60.94,8.19,774.66,0
151001,Yauyos                                  ,2309.23,0.58,71.28,68.6,9.5,1050.29,0
151002,Alis                                    ,783.2,0.65,74.73,69.47,10.84,1245.61,0
151003,Ayauca                                  ,1943.35,0.54,77.88,43.17,9.46,969.09,0
151004,Ayaviri                                 ,584.75,0.4,81.05,53.24,8.48,375.4,0
151005,Azangaro                                ,433.8,0.27,72.18,50.64,7.66,169.62,0
151006,Cacra                                   ,245.77,0.38,79.52,54.64,6.67,371.68,0
151007,Carania                                 ,268.98,0.38,83.49,32.96,7.37,425.38,0
151008,Catahuasi                               ,900.69,0.51,80.51,43.1,9.57,745.5,0
151009,Chocos                                  ,1099.87,0.3,75.23,61.2,5.45,229.28,0
151010,Cochas                                  ,382.6,0.41,80.37,74.15,8.98,326.01,0
151011,Colonia                                 ,1158.83,0.27,68.88,51.95,7.99,171.4,0
151012,Hongos                                  ,338.07,0.2,75.18,16.48,5.98,138.43,0
151013,Huampara                                ,95.1,0.36,73.04,24.72,8.17,476.66,0
151014,Huancaya                                ,1165.6,0.47,84.22,81.42,10.29,413.23,0
151015,Huangascar                              ,547.49,0.44,73.33,58.59,8.23,552.89,0
151016,Huantan                                 ,961.95,0.5,83.82,52.73,8.28,684.18,0
151017,Huañec                                  ,458.52,0.37,70.26,35.95,7.66,462.01,0
151018,Laraos                                  ,539.14,0.62,76.63,56.02,10.21,1196.51,0
151019,Lincha                                  ,798.9,0.16,76.33,39.55,5.47,74.04,0
151020,Madean                                  ,674.8,0.18,70.01,59.32,6.1,79.02,0
151021,Miraflores                              ,329.67,0.42,72.24,12.36,8.63,953.75,0
151022,Omas                                    ,530.57,0.32,71.98,55.37,7.69,242.69,0
151023,Putinza                                 ,493.5,0.41,73.38,61.37,9.01,398.89,0
151024,Quinches                                ,738.29,0.39,74.45,42.99,7.32,460.52,0
151025,Quinocay                                ,432.26,0.27,74.17,60.84,7.25,157.77,0
151026,San Joaquin                             ,354.12,0.44,84.22,84.74,9.12,361.04,0
151027,San Pedro De Pilas       ,305.29,0.33,73.04,65.91,6.9,264.94,0
151028,Tanta                                   ,499.12,0.39,84.04,49.43,7.17,385.01,0
151029,Tauripampa                              ,369.74,0.26,70.66,60.84,6.05,161.98,0
151030,Tomas                                   ,881.67,0.53,71.37,59.78,11.17,801.02,0
151031,Tupe                                    ,601.24,0.33,77.03,21.19,6.4,418.42,0
151032,Viñac                                   ,1780.94,0.35,78.77,49,5.01,399.93,0
151033,Vitis                                   ,544.67,0.52,83.79,58.16,9.05,665.69,0
160101,Iquitos                                 ,145540.51,0.66,74.39,69.7,12.74,1208.81,0
160102,Alto Nanay                              ,3013.63,0.29,76.81,28.2,4.25,350.1,0
160103,Fernando Lores                          ,17266.61,0.32,74.87,34.06,5.98,349.9,0
160104,Indiana                                 ,8919.49,0.34,76.25,32.26,5.86,404.41,0
160105,Las Amazonas                            ,7684.49,0.23,74.98,22.64,2.76,313.28,0
160106,Mazan                                   ,12392.26,0.29,73.95,30.62,4.97,320.37,0
160107,Napo                                    ,16014.71,0.29,74.05,23.38,5.08,366.45,0
160108,Punchana                                ,86909.89,0.57,75.1,53.97,10.36,996.71,0
160110,Torres Causana   ,4042.69,0.21,73.9,13.9,3.33,249.78,0
160112,Belen                                   ,73191.91,0.53,72.41,53.44,8.29,973.6,0
160113,San Juan Bautista                       ,149460.57,0.58,72.9,55.5,10.51,1057.6,0
160201,Yurimaguas                              ,80463.92,0.5,73.45,43.56,9.51,835.29,0
160202,Balsapuerto                             ,16374.24,0.2,72.83,11.97,3,280.44,0
160205,Jeberos,4935.9,0.27,73.44,17.08,3.85,409.78,0
160206,Lagunas,13212.26,0.33,74.47,28.85,5.94,409.05,0
160210,Santa Cruz                              ,4045.87,0.25,74.4,14.32,4.41,326.3,0
160211,Teniente Cesar Lopez Rojas ,6230.64,0.26,73.26,20.06,3.34,388.61,0
160301,Nauta                                   ,28373.63,0.42,71.77,48.19,6.84,598.43,0
160302,Parinari                                ,6373.57,0.32,72.53,29.68,5.77,374.21,0
160303,Tigre                                   ,8080.04,0.32,71.77,28.55,5.7,401.5,0
160304,Trompeteros                             ,10659.14,0.39,71.2,24.71,6.23,719.62,0
160305,Urarinas                                ,13905.32,0.22,73.04,18.03,4.06,239.97,0
160401,Ramon Castilla                          ,23742.99,0.38,68.88,34.13,6.84,573.42,0
160402,Pebas                                   ,14962.86,0.33,69.53,36.01,5.8,396.98,0
160403,Yavari                                  ,13433.37,0.33,69.52,22.74,5.89,503,0
160404,San Pablo                               ,15348.7,0.34,69.68,25.89,5.29,529.39,0
160501,Requena                                 ,30039.84,0.45,73.55,43.96,8.53,643.3,0
160502,Alto Tapiche                            ,1911.94,0.33,72.88,31.61,5.41,431.39,0
160503,Capelo                                  ,3597.48,0.35,73.25,36.57,6.36,406.66,0
160504,Emilio San Martin                       ,6974.67,0.29,78.13,31.71,5.22,280.37,0
160505,Maquia                                  ,8025,0.33,76.81,21.24,5.57,454.97,0
160506,Puinahua                                ,5416.96,0.3,76.33,36.29,5.77,280.54,0
160507,Saquena                                 ,4484.72,0.32,76.3,31.64,4.81,388.3,0
160508,Soplin                                  ,681.65,0.31,76.28,25.1,5.85,353.15,0
160509,Tapiche                                 ,1094.43,0.35,72.88,29.97,5.4,516.54,0
160510,Jenaro Herrera                          ,4870.05,0.29,75.53,26.41,6.16,286.53,0
160511,Yaquerana                               ,2525.69,0.31,72.2,46.64,6.56,260.4,0
160601,Contamana                               ,27276.67,0.45,68.38,49,8.05,719.66,0
160602,Inahuaya                                ,2240.97,0.39,66.39,42.68,6.5,611.88,0
160603,Padre Marquez        ,4879.85,0.37,72.71,35.99,6.56,487.13,0
160604,Pampa Hermosa  ,9440.18,0.35,71.88,28.34,5.68,502.89,0
160605,Sarayacu                                ,15257.97,0.32,70.75,32.6,6.17,357.4,0
160606,Vargas Guerra                           ,7384.65,0.4,70.54,43.36,6.55,569.99,0
160701,Barranca                                ,13672.26,0.42,72.84,32.31,7.07,690.53,0
160702,Cahuapanas                              ,6766.84,0.19,69.07,12.38,4.77,187.63,0
160703,Manseriche                              ,9787.44,0.34,72.33,26.23,5.83,482.26,0
160704,Morona                                  ,11070.82,0.28,76.94,22.66,5.65,277.52,0
160705,Pastaza                                 ,1904.72,0.26,71.63,17.94,4.6,320.9,0
160706,Andoas                                  ,12897.26,0.26,75.79,18.29,4.02,333.89,0
160801,Putumayo,2610.7,0.46,75.82,34.9,6.73,826.39,0
160802,Rosa Panduro,444.46,0.36,78.32,12.84,6.02,725.61,0
160803,Teniente Manuel Clavero,3858.91,0.3,76.6,17.24,5.07,432.59,0
160804,Yaguas,1091.49,0.47,76.63,27.25,5.41,1181.88,0
170101,Tambopata                               ,88506.68,0.63,72.21,67.62,10.03,1305.42,0
170102,Inambari                                ,11048.88,0.58,74.23,56.55,8.32,1213.9,0
170103,Las Piedras                             ,9162.71,0.53,74.04,58.2,8.14,894.68,0
170104,Laberinto                               ,4575.11,0.53,75.21,61.35,7.42,928.48,0
170201,Manu                                    ,1430.34,0.55,74.79,57.21,8.14,993.38,0
170202,Fitzcarrald                             ,1582.98,0.4,75.55,34.02,6.04,638.77,0
170203,Madre De Dios                           ,9439.43,0.59,75.02,61.5,8.22,1184.43,0
170204,Huepetuhe                               ,7358.45,0.65,74.63,66.59,8.31,1511.47,0
170301,Iñapari                                 ,2054.42,0.68,82.07,47.36,8.6,1742.92,0
170302,Iberia                                  ,8313.03,0.66,82.3,57.45,9.17,1382.45,0
170303,Tahuamanu                               ,3379.36,0.6,82.27,48.48,7.81,1251.94,0
180101,Moquegua                                ,64680.36,0.7,77.75,74.14,10.84,1446.2,0
180102,Carumas                                 ,4186.79,0.54,75.02,69.54,7.32,940.13,0
180103,Cuchumbaya     ,1436.64,0.55,75.27,75.4,6.6,991.52,0
180104,Samegua                                 ,7070.68,0.73,78.01,78.66,10.65,1563.9,0
180105,San Cristobal                           ,3093.58,0.49,75.26,66.49,6.75,771.86,0
180106,Torata                                  ,5470.32,0.74,76.5,70.74,10.37,1843.9,0
180201,Omate                                   ,4155.44,0.62,78.42,77.49,10.44,982.36,0
180202,Chojata                                 ,1763.72,0.41,83.57,73.85,6.3,407.63,0
180203,Coalaque                                ,826.15,0.45,79.53,64.78,7.23,533.72,0
180204,Ichuña                                  ,4189.88,0.49,78.37,72.34,7.9,610.35,0
180205,La Capilla                              ,1606.46,0.64,76.75,72.21,9.21,1228.13,0
180206,Lloque                                  ,1545.09,0.49,82.79,53.71,8.1,643.9,0
180207,Matalaque                               ,920.67,0.49,79,52.13,7.91,705.35,0
180208,Puquina                                 ,2123.02,0.52,77.38,70.55,7.47,775.64,0
